,value
1677,outliers_for_heterozygosity_or_missing_rate_f22027_0_0
1678,use_in_phasing_chromosomes_122_f22028_0_0
1679,use_in_phasing_chromosome_x_f22029_0_0
1680,use_in_phasing_chromosome_xy_f22030_0_0
1681,chromosome_xy_genotype_results_f22100_0_0
1682,chromosome_1_genotype_results_f22101_0_0
1683,chromosome_2_genotype_results_f22102_0_0
1684,chromosome_3_genotype_results_f22103_0_0
1685,chromosome_4_genotype_results_f22104_0_0
1686,chromosome_5_genotype_results_f22105_0_0
1687,chromosome_6_genotype_results_f22106_0_0
1688,chromosome_7_genotype_results_f22107_0_0
1689,chromosome_8_genotype_results_f22108_0_0
1690,chromosome_9_genotype_results_f22109_0_0
1691,chromosome_10_genotype_results_f22110_0_0
1692,chromosome_11_genotype_results_f22111_0_0
1693,chromosome_12_genotype_results_f22112_0_0
1694,chromosome_13_genotype_results_f22113_0_0
1695,chromosome_14_genotype_results_f22114_0_0
1696,chromosome_15_genotype_results_f22115_0_0
1697,chromosome_16_genotype_results_f22116_0_0
1698,chromosome_17_genotype_results_f22117_0_0
1699,chromosome_18_genotype_results_f22118_0_0
1700,chromosome_19_genotype_results_f22119_0_0
1701,chromosome_20_genotype_results_f22120_0_0
1702,chromosome_21_genotype_results_f22121_0_0
1703,chromosome_22_genotype_results_f22122_0_0
1704,chromosome_x_genotype_results_f22123_0_0
1705,chromosome_y_genotype_results_f22124_0_0
1706,mitochondrial_genotype_results_f22125_0_0
1707,hla_imputation_values_f22182_0_0
1708,chromosome_xy_imputation_and_haplotype_results_f22800_0_0
1709,chromosome_1_imputation_and_haplotype_results_f22801_0_0
1710,chromosome_2_imputation_and_haplotype_results_f22802_0_0
1711,chromosome_3_imputation_and_haplotype_results_f22803_0_0
1712,chromosome_4_imputation_and_haplotype_results_f22804_0_0
1713,chromosome_5_imputation_and_haplotype_results_f22805_0_0
1714,chromosome_6_imputation_and_haplotype_results_f22806_0_0
1715,chromosome_7_imputation_and_haplotype_results_f22807_0_0
1716,chromosome_8_imputation_and_haplotype_results_f22808_0_0
1717,chromosome_9_imputation_and_haplotype_results_f22809_0_0
1718,chromosome_10_imputation_and_haplotype_results_f22810_0_0
1719,chromosome_11_imputation_and_haplotype_results_f22811_0_0
1720,chromosome_12_imputation_and_haplotype_results_f22812_0_0
1721,chromosome_13_imputation_and_haplotype_results_f22813_0_0
1722,chromosome_14_imputation_and_haplotype_results_f22814_0_0
1723,chromosome_15_imputation_and_haplotype_results_f22815_0_0
1724,chromosome_16_imputation_and_haplotype_results_f22816_0_0
1725,chromosome_17_imputation_and_haplotype_results_f22817_0_0
1726,chromosome_18_imputation_and_haplotype_results_f22818_0_0
1727,chromosome_19_imputation_and_haplotype_results_f22819_0_0
1728,chromosome_20_imputation_and_haplotype_results_f22820_0_0
1729,chromosome_21_imputation_and_haplotype_results_f22821_0_0
1730,chromosome_22_imputation_and_haplotype_results_f22822_0_0
1731,chromosome_x_imputation_and_haplotype_results_f22823_0_0
1732,populationlevel_fe_variants_plink_format_f23160_0_0
1733,populationlevel_spb_variants_plink_format_f23170_0_0
1734,exome_spb_variant_call_files_vcfs_f23171_0_0
1735,exome_spb_variant_calls_indices_f23172_0_0
1736,microalbumin_in_urine_f30500_0_0
1737,microalbumin_in_urine_f30500_1_0
1738,microalbumin_in_urine_result_flag_f30505_0_0
1739,microalbumin_in_urine_result_flag_f30505_1_0
1740,creatinine_enzymatic_in_urine_f30510_0_0
1741,creatinine_enzymatic_in_urine_f30510_1_0
1742,creatinine_enzymatic_in_urine_result_flag_f30515_0_0
1743,potassium_in_urine_f30520_0_0
1744,potassium_in_urine_f30520_1_0
1745,potassium_in_urine_result_flag_f30525_0_0
1746,potassium_in_urine_result_flag_f30525_1_0
1747,sodium_in_urine_f30530_0_0
1748,sodium_in_urine_f30530_1_0
1749,sodium_in_urine_result_flag_f30535_0_0
1750,sodium_in_urine_result_flag_f30535_1_0
1751,albumin_f30600_0_0
1752,albumin_f30600_1_0
1753,alkaline_phosphatase_f30610_0_0
1754,alkaline_phosphatase_f30610_1_0
1755,alanine_aminotransferase_f30620_0_0
1756,alanine_aminotransferase_f30620_1_0
1757,apolipoprotein_a_f30630_0_0
1758,apolipoprotein_a_f30630_1_0
1759,apolipoprotein_b_f30640_0_0
1760,apolipoprotein_b_f30640_1_0
1761,aspartate_aminotransferase_f30650_0_0
1762,aspartate_aminotransferase_f30650_1_0
1763,direct_bilirubin_f30660_0_0
1764,direct_bilirubin_f30660_1_0
1765,urea_f30670_0_0
1766,urea_f30670_1_0
1767,calcium_f30680_0_0
1768,calcium_f30680_1_0
1769,cholesterol_f30690_0_0
1770,cholesterol_f30690_1_0
1771,creatinine_f30700_0_0
1772,creatinine_f30700_1_0
1773,creactive_protein_f30710_0_0
1774,creactive_protein_f30710_1_0
1775,cystatin_c_f30720_0_0
1776,cystatin_c_f30720_1_0
1777,gamma_glutamyltransferase_f30730_0_0
1778,gamma_glutamyltransferase_f30730_1_0
1779,glucose_f30740_0_0
1780,glucose_f30740_1_0
1781,glycated_haemoglobin_hba1c_f30750_0_0
1782,glycated_haemoglobin_hba1c_f30750_1_0
1783,hdl_cholesterol_f30760_0_0
1784,hdl_cholesterol_f30760_1_0
1785,igf1_f30770_0_0
1786,igf1_f30770_1_0
1787,ldl_direct_f30780_0_0
1788,ldl_direct_f30780_1_0
1789,lipoprotein_a_f30790_0_0
1790,lipoprotein_a_f30790_1_0
1791,oestradiol_f30800_0_0
1792,oestradiol_f30800_1_0
1793,phosphate_f30810_0_0
1794,phosphate_f30810_1_0
1795,rheumatoid_factor_f30820_0_0
1796,rheumatoid_factor_f30820_1_0
1797,shbg_f30830_0_0
1798,shbg_f30830_1_0
1799,total_bilirubin_f30840_0_0
1800,total_bilirubin_f30840_1_0
1801,testosterone_f30850_0_0
1802,testosterone_f30850_1_0
1803,total_protein_f30860_0_0
1804,total_protein_f30860_1_0
1805,triglycerides_f30870_0_0
1806,triglycerides_f30870_1_0
1807,urate_f30880_0_0
1808,urate_f30880_1_0
1809,vitamin_d_f30890_0_0
1810,vitamin_d_f30890_1_0
1811,date_of_death_f40000_0_0
1812,date_of_death_f40000_1_0
1813,underlying_primary_cause_of_death_icd10_f40001_0_0
1814,underlying_primary_cause_of_death_icd10_f40001_1_0
1815,contributory_secondary_ca_f40002_0_0
1816,contributory_secondary_ca_f40002_0_1
1817,contributory_secondary_ca_f40002_0_2
1818,contributory_secondary_ca_f40002_0_3
1819,contributory_secondary_ca_f40002_0_4
1820,contributory_secondary_ca_f40002_0_5
1821,contributory_secondary_ca_f40002_0_6
1822,contributory_secondary_ca_f40002_0_7
1823,contributory_secondary_ca_f40002_0_8
1824,contributory_secondary_ca_f40002_0_9
1825,contributory_secondary_ca_f40002_0_10
1826,contributory_secondary_ca_f40002_0_11
1827,contributory_secondary_ca_f40002_0_12
1828,contributory_secondary_ca_f40002_0_13
1829,contributory_secondary_ca_f40002_1_0
1830,contributory_secondary_ca_f40002_1_1
1831,contributory_secondary_ca_f40002_1_2
1832,contributory_secondary_ca_f40002_1_3
1833,contributory_secondary_ca_f40002_1_4
1834,contributory_secondary_ca_f40002_1_5
1835,contributory_secondary_ca_f40002_1_6
1836,contributory_secondary_ca_f40002_1_7
1837,contributory_secondary_ca_f40002_1_8
1838,contributory_secondary_ca_f40002_1_9
1839,contributory_secondary_ca_f40002_1_10
1840,contributory_secondary_ca_f40002_1_11
1841,contributory_secondary_ca_f40002_1_12
1842,contributory_secondary_ca_f40002_1_13
1843,date_of_cancer_diagnosis_f40005_0_0
1844,date_of_cancer_diagnosis_f40005_1_0
1845,date_of_cancer_diagnosis_f40005_2_0
1846,date_of_cancer_diagnosis_f40005_3_0
1847,date_of_cancer_diagnosis_f40005_4_0
1848,date_of_cancer_diagnosis_f40005_5_0
1849,date_of_cancer_diagnosis_f40005_6_0
1850,date_of_cancer_diagnosis_f40005_7_0
1851,date_of_cancer_diagnosis_f40005_8_0
1852,date_of_cancer_diagnosis_f40005_9_0
1853,date_of_cancer_diagnosis_f40005_10_0
1854,date_of_cancer_diagnosis_f40005_11_0
1855,date_of_cancer_diagnosis_f40005_12_0
1856,date_of_cancer_diagnosis_f40005_13_0
1857,date_of_cancer_diagnosis_f40005_14_0
1858,date_of_cancer_diagnosis_f40005_15_0
1859,date_of_cancer_diagnosis_f40005_16_0
1860,type_of_cancer_icd10_f40006_0_0
1861,type_of_cancer_icd10_f40006_1_0
1862,type_of_cancer_icd10_f40006_2_0
1863,type_of_cancer_icd10_f40006_3_0
1864,type_of_cancer_icd10_f40006_4_0
1865,type_of_cancer_icd10_f40006_5_0
1866,type_of_cancer_icd10_f40006_6_0
1867,type_of_cancer_icd10_f40006_7_0
1868,type_of_cancer_icd10_f40006_8_0
1869,type_of_cancer_icd10_f40006_9_0
1870,type_of_cancer_icd10_f40006_10_0
1871,type_of_cancer_icd10_f40006_11_0
1872,type_of_cancer_icd10_f40006_12_0
1873,type_of_cancer_icd10_f40006_13_0
1874,type_of_cancer_icd10_f40006_14_0
1875,type_of_cancer_icd10_f40006_15_0
1876,type_of_cancer_icd10_f40006_16_0
1877,age_at_death_f40007_0_0
1878,age_at_death_f40007_1_0
1879,age_at_death_f40007_2_0
1880,age_at_cancer_diagnosis_f40008_0_0
1881,age_at_cancer_diagnosis_f40008_1_0
1882,age_at_cancer_diagnosis_f40008_2_0
1883,age_at_cancer_diagnosis_f40008_3_0
1884,age_at_cancer_diagnosis_f40008_4_0
1885,age_at_cancer_diagnosis_f40008_5_0
1886,age_at_cancer_diagnosis_f40008_6_0
1887,age_at_cancer_diagnosis_f40008_7_0
1888,age_at_cancer_diagnosis_f40008_8_0
1889,age_at_cancer_diagnosis_f40008_9_0
1890,age_at_cancer_diagnosis_f40008_10_0
1891,age_at_cancer_diagnosis_f40008_11_0
1892,age_at_cancer_diagnosis_f40008_12_0
1893,age_at_cancer_diagnosis_f40008_13_0
1894,age_at_cancer_diagnosis_f40008_14_0
1895,age_at_cancer_diagnosis_f40008_15_0
1896,age_at_cancer_diagnosis_f40008_16_0
1897,age_at_cancer_diagnosis_f40008_17_0
1898,age_at_cancer_diagnosis_f40008_18_0
1899,age_at_cancer_diagnosis_f40008_19_0
1900,age_at_cancer_diagnosis_f40008_20_0
1901,age_at_cancer_diagnosis_f40008_21_0
1902,age_at_cancer_diagnosis_f40008_22_0
1903,age_at_cancer_diagnosis_f40008_23_0
1904,age_at_cancer_diagnosis_f40008_24_0
1905,age_at_cancer_diagnosis_f40008_25_0
1906,age_at_cancer_diagnosis_f40008_26_0
1907,age_at_cancer_diagnosis_f40008_27_0
1908,age_at_cancer_diagnosis_f40008_28_0
1909,age_at_cancer_diagnosis_f40008_29_0
1910,age_at_cancer_diagnosis_f40008_30_0
1911,age_at_cancer_diagnosis_f40008_31_0
1912,reported_occurrences_of_cancer_f40009_0_0
1913,description_of_cause_of_death_f40010_0_0
1914,histology_of_cancer_tumour_f40011_0_0
1915,histology_of_cancer_tumour_f40011_1_0
1916,histology_of_cancer_tumour_f40011_2_0
1917,histology_of_cancer_tumour_f40011_3_0
1918,histology_of_cancer_tumour_f40011_4_0
1919,histology_of_cancer_tumour_f40011_5_0
1920,histology_of_cancer_tumour_f40011_6_0
1921,histology_of_cancer_tumour_f40011_7_0
1922,histology_of_cancer_tumour_f40011_8_0
1923,histology_of_cancer_tumour_f40011_9_0
1924,histology_of_cancer_tumour_f40011_10_0
1925,histology_of_cancer_tumour_f40011_11_0
1926,histology_of_cancer_tumour_f40011_12_0
1927,histology_of_cancer_tumour_f40011_13_0
1928,histology_of_cancer_tumour_f40011_14_0
1929,histology_of_cancer_tumour_f40011_15_0
1930,histology_of_cancer_tumour_f40011_16_0
1931,behaviour_of_cancer_tumour_f40012_0_0
1932,behaviour_of_cancer_tumour_f40012_1_0
1933,behaviour_of_cancer_tumour_f40012_2_0
1934,behaviour_of_cancer_tumour_f40012_3_0
1935,behaviour_of_cancer_tumour_f40012_4_0
1936,behaviour_of_cancer_tumour_f40012_5_0
1937,behaviour_of_cancer_tumour_f40012_6_0
1938,behaviour_of_cancer_tumour_f40012_7_0
1939,behaviour_of_cancer_tumour_f40012_8_0
1940,behaviour_of_cancer_tumour_f40012_9_0
1941,behaviour_of_cancer_tumour_f40012_10_0
1942,behaviour_of_cancer_tumour_f40012_11_0
1943,behaviour_of_cancer_tumour_f40012_12_0
1944,behaviour_of_cancer_tumour_f40012_13_0
1945,behaviour_of_cancer_tumour_f40012_14_0
1946,behaviour_of_cancer_tumour_f40012_15_0
1947,behaviour_of_cancer_tumour_f40012_16_0
1948,type_of_cancer_icd9_f40013_0_0
1949,type_of_cancer_icd9_f40013_1_0
1950,type_of_cancer_icd9_f40013_2_0
1951,type_of_cancer_icd9_f40013_3_0
1952,type_of_cancer_icd9_f40013_4_0
1953,type_of_cancer_icd9_f40013_5_0
1954,type_of_cancer_icd9_f40013_6_0
1955,type_of_cancer_icd9_f40013_7_0
1956,type_of_cancer_icd9_f40013_8_0
1957,type_of_cancer_icd9_f40013_9_0
1958,type_of_cancer_icd9_f40013_10_0
1959,type_of_cancer_icd9_f40013_11_0
1960,type_of_cancer_icd9_f40013_12_0
1961,type_of_cancer_icd9_f40013_13_0
1962,type_of_cancer_icd9_f40013_14_0
1963,death_report_format_f40018_0_0
1964,death_report_format_f40018_1_0
1965,cancer_report_format_f40019_0_0
1966,cancer_report_format_f40019_1_0
1967,cancer_report_format_f40019_2_0
1968,cancer_report_format_f40019_3_0
1969,cancer_report_format_f40019_4_0
1970,cancer_report_format_f40019_5_0
1971,cancer_report_format_f40019_6_0
1972,cancer_report_format_f40019_7_0
1973,cancer_report_format_f40019_8_0
1974,cancer_report_format_f40019_9_0
1975,cancer_report_format_f40019_10_0
1976,cancer_report_format_f40019_11_0
1977,cancer_report_format_f40019_12_0
1978,cancer_report_format_f40019_13_0
1979,cancer_report_format_f40019_14_0
1980,cancer_report_format_f40019_15_0
1981,cancer_report_format_f40019_16_0
1982,death_record_origin_f40020_0_0
1983,death_record_origin_f40020_1_0
1984,cancer_record_origin_f40021_0_0
1985,cancer_record_origin_f40021_1_0
1986,cancer_record_origin_f40021_2_0
1987,cancer_record_origin_f40021_3_0
1988,cancer_record_origin_f40021_4_0
1989,cancer_record_origin_f40021_5_0
1990,cancer_record_origin_f40021_6_0
1991,cancer_record_origin_f40021_7_0
1992,cancer_record_origin_f40021_8_0
1993,cancer_record_origin_f40021_9_0
1994,cancer_record_origin_f40021_10_0
1995,cancer_record_origin_f40021_11_0
1996,cancer_record_origin_f40021_12_0
1997,cancer_record_origin_f40021_13_0
1998,cancer_record_origin_f40021_14_0
1999,cancer_record_origin_f40021_15_0
2000,cancer_record_origin_f40021_16_0
2001,inpatient_record_origin_f40022_0_0
2002,inpatient_record_origin_f40022_0_1
2003,inpatient_record_origin_f40022_0_2
2004,operative_procedures_main_opcs4_f41200_0_0
2005,operative_procedures_main_opcs4_f41200_0_1
2006,operative_procedures_main_opcs4_f41200_0_2
2007,operative_procedures_main_opcs4_f41200_0_3
2008,operative_procedures_main_opcs4_f41200_0_4
2009,operative_procedures_main_opcs4_f41200_0_5
2010,operative_procedures_main_opcs4_f41200_0_6
2011,operative_procedures_main_opcs4_f41200_0_7
2012,operative_procedures_main_opcs4_f41200_0_8
2013,operative_procedures_main_opcs4_f41200_0_9
2014,operative_procedures_main_opcs4_f41200_0_10
2015,operative_procedures_main_opcs4_f41200_0_11
2016,operative_procedures_main_opcs4_f41200_0_12
2017,operative_procedures_main_opcs4_f41200_0_13
2018,operative_procedures_main_opcs4_f41200_0_14
2019,operative_procedures_main_opcs4_f41200_0_15
2020,operative_procedures_main_opcs4_f41200_0_16
2021,operative_procedures_main_opcs4_f41200_0_17
2022,operative_procedures_main_opcs4_f41200_0_18
2023,operative_procedures_main_opcs4_f41200_0_19
2024,operative_procedures_main_opcs4_f41200_0_20
2025,operative_procedures_main_opcs4_f41200_0_21
2026,operative_procedures_main_opcs4_f41200_0_22
2027,operative_procedures_main_opcs4_f41200_0_23
2028,operative_procedures_main_opcs4_f41200_0_24
2029,operative_procedures_main_opcs4_f41200_0_25
2030,operative_procedures_main_opcs4_f41200_0_26
2031,operative_procedures_main_opcs4_f41200_0_27
2032,operative_procedures_main_opcs4_f41200_0_28
2033,operative_procedures_main_opcs4_f41200_0_29
2034,operative_procedures_main_opcs4_f41200_0_30
2035,operative_procedures_main_opcs4_f41200_0_31
2036,operative_procedures_main_opcs4_f41200_0_32
2037,operative_procedures_main_opcs4_f41200_0_33
2038,operative_procedures_main_opcs4_f41200_0_34
2039,operative_procedures_main_opcs4_f41200_0_35
2040,operative_procedures_main_opcs4_f41200_0_36
2041,operative_procedures_main_opcs4_f41200_0_37
2042,operative_procedures_main_opcs4_f41200_0_38
2043,operative_procedures_main_opcs4_f41200_0_39
2044,operative_procedures_main_opcs4_f41200_0_40
2045,operative_procedures_main_opcs4_f41200_0_41
2046,operative_procedures_main_opcs4_f41200_0_42
2047,operative_procedures_main_opcs4_f41200_0_43
2048,operative_procedures_main_opcs4_f41200_0_44
2049,operative_procedures_main_opcs4_f41200_0_45
2050,operative_procedures_main_opcs4_f41200_0_46
2051,operative_procedures_main_opcs4_f41200_0_47
2052,operative_procedures_main_opcs4_f41200_0_48
2053,external_ca_f41201_0_0
2054,external_ca_f41201_0_1
2055,external_ca_f41201_0_2
2056,external_ca_f41201_0_3
2057,external_ca_f41201_0_4
2058,external_ca_f41201_0_5
2059,external_ca_f41201_0_6
2060,external_ca_f41201_0_7
2061,external_ca_f41201_0_8
2062,external_ca_f41201_0_9
2063,external_ca_f41201_0_10
2064,external_ca_f41201_0_11
2065,external_ca_f41201_0_12
2066,external_ca_f41201_0_13
2067,external_ca_f41201_0_14
2068,external_ca_f41201_0_15
2069,external_ca_f41201_0_16
2070,external_ca_f41201_0_17
2071,external_ca_f41201_0_18
2072,external_ca_f41201_0_19
2073,external_ca_f41201_0_20
2074,external_ca_f41201_0_21
2075,diagnoses_main_icd10_f41202_0_0
2076,diagnoses_main_icd10_f41202_0_1
2077,diagnoses_main_icd10_f41202_0_2
2078,diagnoses_main_icd10_f41202_0_3
2079,diagnoses_main_icd10_f41202_0_4
2080,diagnoses_main_icd10_f41202_0_5
2081,diagnoses_main_icd10_f41202_0_6
2082,diagnoses_main_icd10_f41202_0_7
2083,diagnoses_main_icd10_f41202_0_8
2084,diagnoses_main_icd10_f41202_0_9
2085,diagnoses_main_icd10_f41202_0_10
2086,diagnoses_main_icd10_f41202_0_11
2087,diagnoses_main_icd10_f41202_0_12
2088,diagnoses_main_icd10_f41202_0_13
2089,diagnoses_main_icd10_f41202_0_14
2090,diagnoses_main_icd10_f41202_0_15
2091,diagnoses_main_icd10_f41202_0_16
